iter	Logloss
332	0.6464818359
333	0.64641875
334	0.6463705566
335	0.6463344727
336	0.6462435547
337	0.6461895508
338	0.6461082031
339	0.645995459
340	0.6459722656
341	0.6458700195
342	0.6458161133
343	0.6457172852
344	0.6456053711
345	0.6455132812
346	0.6454713867
347	0.6453791016
348	0.645306543
349	0.6452591797
350	0.6452221191
351	0.6451604492
352	0.6451084961
353	0.645024707
354	0.6449422852
355	0.6448625
356	0.6448277832
357	0.6447463867
358	0.6447208496
359	0.6446540527
360	0.6445535645
361	0.6445046875
362	0.6444157227
363	0.6443083984
364	0.6442605469
365	0.6441563477
366	0.644102002
367	0.6440148437
368	0.6439164063
369	0.6438730957
370	0.6437490723
371	0.6436562988
372	0.643609375
373	0.6435434082
374	0.6434432617
375	0.6433922363
376	0.6433105957
377	0.6432280273
378	0.6431316406
379	0.6430577637
380	0.6429148437
381	0.642803418
382	0.6427179199
383	0.6426291016
384	0.6425588867
385	0.642462793
386	0.6423772949
387	0.6422765625
388	0.6421995117
389	0.642116748
390	0.6420023437
391	0.6418873535
392	0.6417614258
393	0.6417125
394	0.6416920898
395	0.6415513672
396	0.6414921875
397	0.6413963867
398	0.6413199219
399	0.6412641602
400	0.641137793
401	0.6410901367
402	0.6410015625
403	0.6409202148
404	0.6408080566
405	0.6407195313
406	0.6406606445
407	0.6405832031
408	0.6405030273
409	0.6404347168
410	0.640322998
411	0.6402197754
412	0.6401498047
413	0.6400956543
414	0.6399791016
415	0.6398896484
416	0.6398316895
417	0.6397504883
418	0.6396708984
419	0.6395633789
420	0.6394591797
421	0.6394181152
422	0.6393223145
423	0.6392358398
424	0.6391800781
425	0.6390993652
426	0.6389736328
427	0.6388670898
428	0.6388290039
429	0.6387188477
430	0.6385984863
431	0.6385464844
432	0.6384361328
433	0.6383526367
434	0.6382973633
435	0.6382172852
436	0.6381599609
437	0.638077832
438	0.6379856445
439	0.6379106934
440	0.6378391602
441	0.6377692383
442	0.6377189941
443	0.6376879395
444	0.6376223633
445	0.6375338867
446	0.6374365234
447	0.6373564453
448	0.6372413086
449	0.637117334
450	0.637007959
451	0.6369707031
452	0.6369364258
453	0.6368455078
454	0.6367980469
455	0.6367445312
456	0.636628125
457	0.6365556152
458	0.6364291504
459	0.6363589844
460	0.6362827148
461	0.6361902344
462	0.636119043
463	0.636055127
464	0.6360122559
465	0.6359388184
466	0.6358672852
467	0.6357406738
468	0.6357072266
469	0.6355709961
470	0.6354837402
471	0.635404248
472	0.6353714844
473	0.6352964844
474	0.6352032227
475	0.635165332
476	0.6351108887
477	0.6350454102
478	0.6349321289
479	0.634840625
480	0.634748877
481	0.6346649902
482	0.634584082
483	0.6345197266
484	0.6344353516
485	0.6343131836
486	0.6342477051
487	0.634109375
488	0.6340168457
489	0.6339513184
490	0.6338264648
491	0.6337421875
492	0.6336709961
493	0.6335775879
494	0.6334666016
495	0.6333987305
496	0.6332984863
497	0.6331794922
498	0.6331077148
499	0.6330849609
500	0.632965918
501	0.6328741211
502	0.6327905273
503	0.6327473633
504	0.6326787598
505	0.6326231934
506	0.6325467773
507	0.6324426758
508	0.6323864258
509	0.6323145508
510	0.632237793
511	0.6321664062
512	0.6320775391
513	0.6320187012
514	0.631952832
515	0.6318916016
516	0.6318104492
517	0.631770752
518	0.6316981445
519	0.6316170898
520	0.6315766602
521	0.631534082
522	0.6314401367
523	0.6313603516
524	0.6312824219
525	0.6311959961
526	0.6311479492
527	0.631075
528	0.630926709
529	0.6307935059
530	0.6307387695
531	0.6306426758
532	0.6305467285
533	0.6304810547
534	0.6304056152
535	0.6303452637
536	0.6302516602
537	0.6301603516
538	0.6300428711
539	0.6299943848
540	0.6298861328
541	0.6298622559
542	0.6298086914
543	0.6297332031
544	0.6297115723
545	0.6296942383
546	0.6296510742
547	0.629492627
548	0.6293903809
549	0.629270752
550	0.6291853516
551	0.6291309082
552	0.6290447754
553	0.6289732422
554	0.6289187988
555	0.6288562988
556	0.6287772461
557	0.6287001953
558	0.6286766602
559	0.6285895508
560	0.6285131836
561	0.6284874512
562	0.6284361328
563	0.6283873047
564	0.6283005859
565	0.6281959961
566	0.6280847656
567	0.6280263672
568	0.627940332
569	0.6278950195
570	0.6278199219
571	0.6277544922
572	0.6276780762
573	0.6275875
574	0.6274919434
575	0.6274111328
576	0.6273580078
577	0.6272922852
578	0.6272134277
579	0.6271343262
580	0.627044043
581	0.6269539551
582	0.626896582
583	0.6268152344
584	0.6267571289
585	0.6266851074
586	0.6266008789
587	0.626509668
588	0.6264144043
589	0.6263481445
590	0.6262931152
591	0.6262348633
592	0.6261845703
593	0.6261085449
594	0.6260519531
595	0.626002832
596	0.6259263672
597	0.6258486328
598	0.6257413086
599	0.6257086426
600	0.625630127
601	0.6255620117
602	0.6255527832
603	0.6254861328
604	0.6254685547
605	0.6254421387
606	0.6253532715
607	0.6253053711
608	0.6252497559
609	0.6252068359
610	0.6251220703
611	0.6250456543
612	0.624993457
613	0.6249476563
614	0.6249095703
615	0.6248987305
616	0.6248665527
617	0.6247839844
618	0.6246979492
619	0.6246465332
620	0.624576709
621	0.6245262207
622	0.6244373047
623	0.6243332031
624	0.6242678223
625	0.6241807617
626	0.6241323242
627	0.624045459
628	0.6239453613
629	0.6238882324
630	0.6238224609
631	0.6237857422
632	0.6237068359
633	0.6236163086
634	0.6235155762
635	0.6234596191
636	0.6233706055
637	0.6233458496
638	0.6232945313
639	0.6232703613
640	0.6232227539
641	0.6231449219
642	0.6231118164
643	0.6230089844
644	0.6229452148
645	0.6228686523
646	0.6228072266
647	0.6227571289
648	0.6227027344
649	0.6226544434
650	0.6225884766
651	0.6224877441
652	0.6224196289
653	0.622315332
654	0.6222369141
655	0.6221929687
656	0.622137793
657	0.6220587891
658	0.622007666
659	0.6219526367
660	0.6219396484
661	0.6218936523
662	0.6218061035
663	0.6217572266
664	0.6217014648
665	0.6216379395
666	0.6215819824
667	0.6214807129
668	0.6213777832
669	0.621278418
670	0.6212149414
671	0.6211516602
672	0.6210928711
673	0.6210560547
674	0.6209959961
675	0.6209408203
676	0.6208662109
677	0.6208191895
678	0.6207636719
679	0.6207099609
680	0.620681543
681	0.6205903809
682	0.6205319824
683	0.6204342773
684	0.620370752
685	0.620272168
686	0.6201361328
687	0.6200810547
688	0.620025293
689	0.6199495117
690	0.6198941895
691	0.6198229004
692	0.6197388184
693	0.619690332
694	0.6196298828
695	0.6195907227
696	0.6195459473
697	0.6194792969
698	0.619446582
699	0.6193866211
700	0.619334082
701	0.6192954102
702	0.6192200195
703	0.6191650879
704	0.6190845703
705	0.619009082
706	0.6189554199
707	0.6188524414
708	0.6188264648
709	0.6187901367
710	0.6186843262
711	0.6185823242
712	0.6185098633
713	0.618437793
714	0.6183904785
715	0.6183102539
716	0.6182287109
717	0.6181744629
718	0.6181266602
719	0.618071582
720	0.6179757324
721	0.61789375
722	0.6178537109
723	0.6177911133
724	0.6177422852
725	0.6177210449
726	0.617629834
727	0.6175933594
728	0.6175723633
729	0.6174839844
730	0.6174550781
731	0.6173922852
732	0.6173131836
733	0.6172163086
734	0.6171286133
735	0.6170713867
736	0.6170237793
737	0.6169791016
738	0.6168897461
739	0.6168521484
740	0.616794043
741	0.6166643555
742	0.6165988281
743	0.6165488281
744	0.6165115723
745	0.6164083984
746	0.6163466309
747	0.6163040039
748	0.6162443359
749	0.6161548828
750	0.6161041992
751	0.6160045898
752	0.6159311523
753	0.6158331543
754	0.6157542969
755	0.6156464844
756	0.6155685059
757	0.6154858398
758	0.6154095703
759	0.6153607422
760	0.6153297852
761	0.6152974609
762	0.6152594238
763	0.6152451172
764	0.6151967773
765	0.6151742188
766	0.6151192383
767	0.6150771484
768	0.6150259766
769	0.6149308594
770	0.6148673828
771	0.6148081055
772	0.6147486328
773	0.6146831055
774	0.6146121094
775	0.6145344238
776	0.6144890625
777	0.6144494141
778	0.6144140625
779	0.6143424805
780	0.6142980957
781	0.6142095703
782	0.6141513184
783	0.6140841797
784	0.6139881348
785	0.6138918457
786	0.613848291
787	0.6137541992
788	0.6136962891
789	0.6136152832
790	0.6135616211
791	0.6135208496
792	0.6134518066
793	0.6134084961
794	0.6133325195
795	0.6132725586
796	0.6132170898
797	0.6131819336
798	0.6131254883
799	0.6130255371
800	0.6130071777
801	0.6129476074
802	0.6129047363
803	0.6128279297
804	0.6127738281
805	0.6127237305
806	0.6127041992
807	0.6126809082
808	0.6126105469
809	0.6125092773
810	0.6124769043
811	0.6124074707
812	0.6123378906
813	0.6122657227
814	0.6122132812
815	0.6121645508
816	0.61213125
817	0.6120798828
818	0.6119990234
819	0.6119413086
820	0.6118892578
821	0.6118076172
822	0.6117478516
823	0.6116924805
824	0.6116633789
825	0.6115875977
826	0.6114584961
827	0.6114085938
828	0.611355127
829	0.6112821289
830	0.6112072266
831	0.6111435547
832	0.6111016113
833	0.6110530762
834	0.6110210938
835	0.6109648926
836	0.6109345703
837	0.6108452148
838	0.6107880371
839	0.6107054199
840	0.6106584473
841	0.6106221191
842	0.6105928711
843	0.6105361328
844	0.6104395996
845	0.6104001465
846	0.6103383789
847	0.6102952637
848	0.6101951172
849	0.6101004883
850	0.6100477539
851	0.6099567383
852	0.6099134766
853	0.6098705078
854	0.6098276367
855	0.60974375
856	0.609704248
857	0.6096150391
858	0.6095379395
859	0.6094620117
860	0.609397168
861	0.6093041504
862	0.6092525391
863	0.6092202148
864	0.6091931641
865	0.6091322754
866	0.609092627
867	0.6090217285
868	0.6089816406
869	0.6089211914
870	0.6088433594
871	0.6087894043
872	0.6087399902
873	0.6086925781
874	0.6086043945
875	0.6085340332
876	0.6084192383
877	0.6083853027
878	0.6083155273
879	0.6082400391
880	0.6081547852
881	0.6080849609
882	0.6080464355
883	0.6079927734
884	0.6079799805
885	0.6079030273
886	0.6078419434
887	0.6077499023
888	0.6077136719
889	0.6076542969
890	0.6076086914
891	0.6075547852
892	0.6074922363
893	0.6074347168
894	0.6073463867
895	0.6072925293
896	0.6071883789
897	0.6071592773
898	0.607069043
899	0.607051709
900	0.6069574219
901	0.6069007813
902	0.6068641602
903	0.6067938477
904	0.6067139648
905	0.6066689941
906	0.606609082
907	0.6065592773
908	0.6064547852
909	0.6064236816
910	0.6063864746
911	0.6063029297
912	0.6062273437
913	0.6061870605
914	0.6061367187
915	0.6060464844
916	0.6060014648
917	0.6059339844
918	0.6058382324
919	0.605753125
920	0.6057143555
921	0.6056622559
922	0.6056382812
923	0.6056035645
924	0.6055505859
925	0.6054644043
926	0.6053529297
927	0.6052917969
928	0.605251123
929	0.605178125
930	0.6051027832
931	0.6050595215
932	0.6050106934
933	0.6049668457
934	0.6048938477
935	0.6048141602
936	0.6047120605
937	0.6046199219
938	0.6046011719
939	0.6045428223
940	0.6045109375
941	0.6044350586
942	0.6044060547
943	0.6043251465
944	0.6042619141
945	0.6041894531
946	0.6040990234
947	0.603988623
948	0.603959375
949	0.603877002
950	0.6038362793
951	0.6038034668
952	0.6037489258
953	0.6036796875
954	0.6036237305
955	0.6035629395
956	0.6035092773
957	0.6034042969
958	0.6033630859
959	0.603310791
960	0.6032524414
961	0.6031741211
962	0.6031177734
963	0.6030641113
964	0.6030009766
965	0.6029293945
966	0.6028862305
967	0.6028416992
968	0.6028
969	0.6027466797
970	0.6027006348
971	0.6026177734
972	0.6025479492
973	0.602510791
974	0.6024524414
975	0.6023942383
976	0.6023679687
977	0.602323877
978	0.6022056641
979	0.6021808105
980	0.6021199707
981	0.6020347168
982	0.6019931641
983	0.6019195312
984	0.6018306152
985	0.6017688477
986	0.6017337402
987	0.6016975098
988	0.6016173828
989	0.6015738281
990	0.6015139648
991	0.6014466309
992	0.6013904785
993	0.601351123
994	0.6012780273
995	0.6012310547
996	0.6011828125
997	0.6011036621
998	0.6010509766
999	0.6009802734
